	s1	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s2	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s3	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s4	s40	s41	s42	s43	s44	s45	s46	s47	s48	s5	s6	s7	s8	s9	A	B	C	EC	Pathway_Module
K02277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.10131233595800525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	A09100 Metabolism 	B 09102 Energy metabolism 	C 00190 Oxidative phosphorylation [PATH:ko00190] 	coxD, ctaF; cytochrome c oxidase subunit IV [EC:1.9.3.1]	M00155 Cytochrome c oxidase, prokaryotes [PATH:map00190]
K02278	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09181 Protein families: metabolism 	C 01002 Peptidases [BR:ko01002] 	cpaA, tadV; prepilin peptidase CpaA [EC:3.4.23.43]	
K02278	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	cpaA, tadV; prepilin peptidase CpaA [EC:3.4.23.43]	
K02278	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02035 Bacterial motility proteins [BR:ko02035] 	cpaA, tadV; prepilin peptidase CpaA [EC:3.4.23.43]	
K02279	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	cpaB, rcpC; pilus assembly protein CpaB	
K02279	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02035 Bacterial motility proteins [BR:ko02035] 	cpaB, rcpC; pilus assembly protein CpaB	
K02280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18085714285714286	0.0	0.0	0.18085714285714286	0.0	0.0	0.0	0.0	0.0	0.18085714285714286	0.0	0.0	0.0	0.18085714285714286	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	cpaC, rcpA; pilus assembly protein CpaC	
K02280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18085714285714286	0.0	0.0	0.18085714285714286	0.0	0.0	0.0	0.0	0.0	0.18085714285714286	0.0	0.0	0.0	0.18085714285714286	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02035 Bacterial motility proteins [BR:ko02035] 	cpaC, rcpA; pilus assembly protein CpaC	
K02282	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	cpaE, tadZ; pilus assembly protein CpaE	
K02282	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02035 Bacterial motility proteins [BR:ko02035] 	cpaE, tadZ; pilus assembly protein CpaE	
K02283	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	cpaF, tadA; pilus assembly protein CpaF	
K02283	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02035 Bacterial motility proteins [BR:ko02035] 	cpaF, tadA; pilus assembly protein CpaF	
K02291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09100 Metabolism 	B 09109 Metabolism of terpenoids and polyketides 	C 00906 Carotenoid biosynthesis [PATH:ko00906] 	crtB; 15-cis-phytoene synthase [EC:2.5.1.32]	M00097 beta-Carotene biosynthesis, GGAP => beta-carotene [PATH:map00906 map01100 map01110]
K02291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09181 Protein families: metabolism 	C 01006 Prenyltransferases [BR:ko01006] 	crtB; 15-cis-phytoene synthase [EC:2.5.1.32]	M00097 beta-Carotene biosynthesis, GGAP => beta-carotene [PATH:map00906 map01100 map01110]
K02297	0.0	0.13228070175438597	0.5336	0.0	0.0	0.15	0.36	0.15	0.0	0.0	0.0	0.0	0.31117647058823533	0.0	0.15	0.0	0.2	0.2	0.0	0.0	0.0	0.15	0.33	0.0	0.15	0.15	0.0	0.0	0.0	0.15	0.14	0.18614285714285717	0.16	0.13	0.18614285714285717	0.0	0.0	0.5336	0.13228070175438597	0.0	0.18614285714285717	0.08	0.0	0.13228070175438597	0.18614285714285717	0.14	0.5336	0.15	A09100 Metabolism 	B 09102 Energy metabolism 	C 00190 Oxidative phosphorylation [PATH:ko00190] 	cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]	M00417 Cytochrome o ubiquinol oxidase [PATH:map00190]
K02298	0.0	0.13228070175438597	0.5336	0.0	0.0	0.15	0.36	0.15	0.0	0.0	0.0	0.0	0.31117647058823533	0.0	0.15	0.0	0.2	0.2	0.0	0.0	0.0	0.15	0.33	0.0	0.15	0.15	0.0	0.0	0.0	0.15	0.14	0.18585714285714286	0.16	0.13	0.18585714285714286	0.0	0.0	0.5336	0.13228070175438597	0.0	0.18585714285714286	0.0	0.0	0.13228070175438597	0.18585714285714286	0.14	0.5336	0.15	A09100 Metabolism 	B 09102 Energy metabolism 	C 00190 Oxidative phosphorylation [PATH:ko00190] 	cyoB; cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]	M00417 Cytochrome o ubiquinol oxidase [PATH:map00190]
K02299	0.0	0.13228070175438597	0.5336	0.0	0.0	0.15	0.36	0.15	0.17	0.17	0.0	0.0	0.32470588235294123	0.0	0.15	0.0	0.2	0.2	0.0	0.0	0.0	0.15	0.33	0.17	0.15	0.15	0.0	0.0	0.0	0.15	0.14	0.18571428571428572	0.16	0.13134020618556702	0.18571428571428572	0.0	0.0	0.5336	0.13228070175438597	0.0	0.18571428571428572	0.08888888888888889	0.0	0.13228070175438597	0.18571428571428572	0.14	0.5336	0.15	A09100 Metabolism 	B 09102 Energy metabolism 	C 00190 Oxidative phosphorylation [PATH:ko00190] 	cyoC; cytochrome o ubiquinol oxidase subunit III	M00417 Cytochrome o ubiquinol oxidase [PATH:map00190]
K02300	0.0	0.13228070175438597	0.5451999999999999	0.0	0.0	0.15	0.36	0.15	0.0	0.0	0.0	0.1	0.32470588235294123	0.0	0.15	0.0	0.2	0.2	0.0	0.0	0.0	0.15	0.33	0.0	0.15	0.15	0.0	0.0	0.0	0.15	0.14	0.18585714285714286	0.16	0.1306701030927835	0.18585714285714286	0.0	0.0	0.5451999999999999	0.13228070175438597	0.0	0.18585714285714286	0.08888888888888889	0.0	0.13228070175438597	0.18585714285714286	0.14	0.5451999999999999	0.15	A09100 Metabolism 	B 09102 Energy metabolism 	C 00190 Oxidative phosphorylation [PATH:ko00190] 	cyoD; cytochrome o ubiquinol oxidase subunit IV	M00417 Cytochrome o ubiquinol oxidase [PATH:map00190]
K02301	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.18	0.13188976377952757	0.23	0.0	0.15	0.0	0.2	0.35555555555555557	0.0	0.3472	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.3107142857142857	0.16	0.1306701030927835	0.3107142857142857	0.5319540229885058	0.0	0.29	0.13	0.0	0.3107142857142857	0.16	0.0	0.13	0.3107142857142857	0.14	0.29	0.15	A09180 Brite Hierarchies 	B 09181 Protein families: metabolism 	C 01006 Prenyltransferases [BR:ko01006] 	cyoE; protoheme IX farnesyltransferase [EC:2.5.1.-]	
K02302	0.0	0.4036842105263158	0.0	0.0	0.0	0.8797297297297297	1.35	0.8999999999999999	0.0	0.0	0.0	0.0	0.6900000000000001	0.0	0.6535714285714285	0.0	0.46666666666666673	0.46666666666666673	0.0	0.8742	0.0	0.6535714285714285	0.0	0.0	0.44415584415584414	0.6535714285714285	0.6000000000000001	0.0	0.0	0.44999999999999996	0.41708782742681055	0.5648571428571428	0.5760000000000001	0.7686082474226805	0.5648571428571428	1.2013793103448276	0.0	0.0	0.4036842105263158	0.0	0.5648571428571428	0.0	0.0	0.4036842105263158	0.5648571428571428	0.8400000000000001	0.0	0.8797297297297297	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	M00846 Siroheme biosynthesis, glutamate => siroheme [PATH:map00860 map01100 map01110]
K02303	0.0	0.13	0.0	0.0	0.0	0.0	0.27	0.0	0.2274182139699381	0.2274182139699381	0.15	0.10695538057742782	0.23	0.0	0.15	0.0	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.2274182139699381	0.0	0.15	0.0	0.0	0.0	0.15	0.0	0.23357142857142857	0.0	0.0	0.23357142857142857	0.0	0.0	0.0	0.13	0.0	0.23357142857142857	0.08	0.0	0.13	0.23357142857142857	0.14	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	M00846 Siroheme biosynthesis, glutamate => siroheme [PATH:map00860 map01100 map01110]
K02304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15999999999999998	0.30419947506561684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	A09100 Metabolism 	B 09108 Metabolism of cofactors and vitamins 	C 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860] 	MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	M00846 Siroheme biosynthesis, glutamate => siroheme [PATH:map00860 map01100 map01110]
K02314	0.20461538461538462	0.20298245614035088	0.3828	0.0	0.0	0.22499999999999998	0.27	0.27	0.18893899204244033	0.18893899204244033	0.1	0.23687664041994752	0.31117647058823533	0.0	0.2464285714285714	0.5	0.22222222222222224	0.2	0.0	0.31	0.0	0.2464285714285714	0.33	0.18893899204244033	0.2571428571428571	0.2464285714285714	0.2	0.45	0.4	0.15	0.27611710323574734	0.2727142857142857	0.20266666666666666	0.2184536082474227	0.2727142857142857	0.5439080459770115	0.25	0.3828	0.20298245614035088	0.2	0.2727142857142857	0.13333333333333333	0.25	0.20298245614035088	0.2727142857142857	0.21000000000000002	0.3828	0.22499999999999998	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03030 DNA replication [PATH:ko03030] 	dnaB; replicative DNA helicase [EC:3.6.4.12]	
K02314	0.20461538461538462	0.20298245614035088	0.3828	0.0	0.0	0.22499999999999998	0.27	0.27	0.18893899204244033	0.18893899204244033	0.1	0.23687664041994752	0.31117647058823533	0.0	0.2464285714285714	0.5	0.22222222222222224	0.2	0.0	0.31	0.0	0.2464285714285714	0.33	0.18893899204244033	0.2571428571428571	0.2464285714285714	0.2	0.45	0.4	0.15	0.27611710323574734	0.2727142857142857	0.20266666666666666	0.2184536082474227	0.2727142857142857	0.5439080459770115	0.25	0.3828	0.20298245614035088	0.2	0.2727142857142857	0.13333333333333333	0.25	0.20298245614035088	0.2727142857142857	0.21000000000000002	0.3828	0.22499999999999998	A09140 Cellular Processes 	B 09143 Cell growth and death 	C 04112 Cell cycle - Caulobacter [PATH:ko04112] 	dnaB; replicative DNA helicase [EC:3.6.4.12]	
K02314	0.20461538461538462	0.20298245614035088	0.3828	0.0	0.0	0.22499999999999998	0.27	0.27	0.18893899204244033	0.18893899204244033	0.1	0.23687664041994752	0.31117647058823533	0.0	0.2464285714285714	0.5	0.22222222222222224	0.2	0.0	0.31	0.0	0.2464285714285714	0.33	0.18893899204244033	0.2571428571428571	0.2464285714285714	0.2	0.45	0.4	0.15	0.27611710323574734	0.2727142857142857	0.20266666666666666	0.2184536082474227	0.2727142857142857	0.5439080459770115	0.25	0.3828	0.20298245614035088	0.2	0.2727142857142857	0.13333333333333333	0.25	0.20298245614035088	0.2727142857142857	0.21000000000000002	0.3828	0.22499999999999998	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03032 DNA replication proteins [BR:ko03032] 	dnaB; replicative DNA helicase [EC:3.6.4.12]	
K02316	0.19	0.13	0.3016	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.1	0.10275590551181102	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.18636363636363637	0.15	0.2	0.45	0.4	0.15	0.14	0.1824285714285714	0.16	0.13134020618556702	0.1824285714285714	0.52	0.25	0.3016	0.13	0.2	0.1824285714285714	0.09777777777777778	0.25	0.13	0.1824285714285714	0.14	0.3016	0.15	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03030 DNA replication [PATH:ko03030] 	dnaG; DNA primase [EC:2.7.7.101]	
K02316	0.19	0.13	0.3016	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.1	0.10275590551181102	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.18636363636363637	0.15	0.2	0.45	0.4	0.15	0.14	0.1824285714285714	0.16	0.13134020618556702	0.1824285714285714	0.52	0.25	0.3016	0.13	0.2	0.1824285714285714	0.09777777777777778	0.25	0.13	0.1824285714285714	0.14	0.3016	0.15	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03032 DNA replication proteins [BR:ko03032] 	dnaG; DNA primase [EC:2.7.7.101]	
K02317	0.0	0.13228070175438597	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.1306701030927835	0.0	0.0	0.0	0.0	0.13228070175438597	0.0	0.0	0.0	0.0	0.13228070175438597	0.0	0.0	0.0	0.0	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03440 Homologous recombination [PATH:ko03440] 	dnaT; DNA replication protein DnaT	
K02317	0.0	0.13228070175438597	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.1306701030927835	0.0	0.0	0.0	0.0	0.13228070175438597	0.0	0.0	0.0	0.0	0.13228070175438597	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03400 DNA repair and recombination proteins [BR:ko03400] 	dnaT; DNA replication protein DnaT	
K02335	0.19	0.13	0.3364	0.0	0.0	0.15	0.36	0.15	0.17	0.17	0.09	0.1083989501312336	0.2570588235294118	0.0	0.15	0.5	0.2	0.21666666666666667	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	1.0519540229885058	0.25	0.3364	0.13	0.2	0.18	0.09777777777777778	0.25	0.13	0.18	0.14	0.3364	0.15	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03030 DNA replication [PATH:ko03030] 	polA; DNA polymerase I [EC:2.7.7.7]	
K02335	0.19	0.13	0.3364	0.0	0.0	0.15	0.36	0.15	0.17	0.17	0.09	0.1083989501312336	0.2570588235294118	0.0	0.15	0.5	0.2	0.21666666666666667	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	1.0519540229885058	0.25	0.3364	0.13	0.2	0.18	0.09777777777777778	0.25	0.13	0.18	0.14	0.3364	0.15	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03410 Base excision repair [PATH:ko03410] 	polA; DNA polymerase I [EC:2.7.7.7]	
K02335	0.19	0.13	0.3364	0.0	0.0	0.15	0.36	0.15	0.17	0.17	0.09	0.1083989501312336	0.2570588235294118	0.0	0.15	0.5	0.2	0.21666666666666667	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	1.0519540229885058	0.25	0.3364	0.13	0.2	0.18	0.09777777777777778	0.25	0.13	0.18	0.14	0.3364	0.15	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03420 Nucleotide excision repair [PATH:ko03420] 	polA; DNA polymerase I [EC:2.7.7.7]	
K02335	0.19	0.13	0.3364	0.0	0.0	0.15	0.36	0.15	0.17	0.17	0.09	0.1083989501312336	0.2570588235294118	0.0	0.15	0.5	0.2	0.21666666666666667	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	1.0519540229885058	0.25	0.3364	0.13	0.2	0.18	0.09777777777777778	0.25	0.13	0.18	0.14	0.3364	0.15	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03440 Homologous recombination [PATH:ko03440] 	polA; DNA polymerase I [EC:2.7.7.7]	
K02335	0.19	0.13	0.3364	0.0	0.0	0.15	0.36	0.15	0.17	0.17	0.09	0.1083989501312336	0.2570588235294118	0.0	0.15	0.5	0.2	0.21666666666666667	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	1.0519540229885058	0.25	0.3364	0.13	0.2	0.18	0.09777777777777778	0.25	0.13	0.18	0.14	0.3364	0.15	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03032 DNA replication proteins [BR:ko03032] 	polA; DNA polymerase I [EC:2.7.7.7]	
K02335	0.19	0.13	0.3364	0.0	0.0	0.15	0.36	0.15	0.17	0.17	0.09	0.1083989501312336	0.2570588235294118	0.0	0.15	0.5	0.2	0.21666666666666667	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	1.0519540229885058	0.25	0.3364	0.13	0.2	0.18	0.09777777777777778	0.25	0.13	0.18	0.14	0.3364	0.15	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03400 DNA repair and recombination proteins [BR:ko03400] 	polA; DNA polymerase I [EC:2.7.7.7]	
K02337	0.3653846153846154	0.13456140350877194	0.29	0.0	0.0	0.15	0.36	0.15	0.18247568523430596	0.18247568523430596	0.1	0.10472440944881889	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.18247568523430596	0.19025974025974027	0.15	0.2	0.9	0.6000000000000001	0.15	0.147442218798151	0.18	0.17066666666666666	0.15077319587628868	0.18	0.52	0.25	0.29	0.13456140350877194	0.2	0.18	0.08	0.25	0.13456140350877194	0.18	0.14	0.29	0.15	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03030 DNA replication [PATH:ko03030] 	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	M00260 DNA polymerase III complex, bacteria [PATH:map03030 map03430 map03440] [BR:ko03032 ko03400]
K02337	0.3653846153846154	0.13456140350877194	0.29	0.0	0.0	0.15	0.36	0.15	0.18247568523430596	0.18247568523430596	0.1	0.10472440944881889	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.18247568523430596	0.19025974025974027	0.15	0.2	0.9	0.6000000000000001	0.15	0.147442218798151	0.18	0.17066666666666666	0.15077319587628868	0.18	0.52	0.25	0.29	0.13456140350877194	0.2	0.18	0.08	0.25	0.13456140350877194	0.18	0.14	0.29	0.15	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03430 Mismatch repair [PATH:ko03430] 	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	M00260 DNA polymerase III complex, bacteria [PATH:map03030 map03430 map03440] [BR:ko03032 ko03400]
K02337	0.3653846153846154	0.13456140350877194	0.29	0.0	0.0	0.15	0.36	0.15	0.18247568523430596	0.18247568523430596	0.1	0.10472440944881889	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.18247568523430596	0.19025974025974027	0.15	0.2	0.9	0.6000000000000001	0.15	0.147442218798151	0.18	0.17066666666666666	0.15077319587628868	0.18	0.52	0.25	0.29	0.13456140350877194	0.2	0.18	0.08	0.25	0.13456140350877194	0.18	0.14	0.29	0.15	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03440 Homologous recombination [PATH:ko03440] 	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	M00260 DNA polymerase III complex, bacteria [PATH:map03030 map03430 map03440] [BR:ko03032 ko03400]
K02337	0.3653846153846154	0.13456140350877194	0.29	0.0	0.0	0.15	0.36	0.15	0.18247568523430596	0.18247568523430596	0.1	0.10472440944881889	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.18247568523430596	0.19025974025974027	0.15	0.2	0.9	0.6000000000000001	0.15	0.147442218798151	0.18	0.17066666666666666	0.15077319587628868	0.18	0.52	0.25	0.29	0.13456140350877194	0.2	0.18	0.08	0.25	0.13456140350877194	0.18	0.14	0.29	0.15	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03032 DNA replication proteins [BR:ko03032] 	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	M00260 DNA polymerase III complex, bacteria [PATH:map03030 map03430 map03440] [BR:ko03032 ko03400]
K02337	0.3653846153846154	0.13456140350877194	0.29	0.0	0.0	0.15	0.36	0.15	0.18247568523430596	0.18247568523430596	0.1	0.10472440944881889	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.18247568523430596	0.19025974025974027	0.15	0.2	0.9	0.6000000000000001	0.15	0.147442218798151	0.18	0.17066666666666666	0.15077319587628868	0.18	0.52	0.25	0.29	0.13456140350877194	0.2	0.18	0.08	0.25	0.13456140350877194	0.18	0.14	0.29	0.15	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03400 DNA repair and recombination proteins [BR:ko03400] 	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	M00260 DNA polymerase III complex, bacteria [PATH:map03030 map03430 map03440] [BR:ko03032 ko03400]
